Rez Class;Seg Arr Port;Seg Dep Port;Demande;ds
C;BKO;KYS;1;2021-2
C;BKO;TOM;7;2021-2
C;KYS;BKO;12;2021-2
C;TOM;BKO;6;2021-2
D;BKO;TOM;1;2021-2
D;TOM;BKO;1;2021-2
M;BKO;KYS;3;2021-2
M;BKO;TOM;8;2021-2
M;KYS;BKO;4;2021-2
M;TOM;BKO;6;2021-2
N;BKO;KYS;1;2021-2
N;KYS;BKO;1;2021-2
O;TOM;BKO;1;2021-2
Y;BKO;KYS;35;2021-2
Y;BKO;TOM;11;2021-2
Y;KYS;BKO;64;2021-2
Y;TOM;BKO;21;2021-2
B;BKO;GAQ;14;2021-2
B;GAQ;BKO;15;2021-2
D;BKO;GAQ;1;2021-2
D;GAQ;BKO;2;2021-2
M;BKO;GAQ;12;2021-2
M;GAQ;BKO;9;2021-2
Y;BKO;GAQ;49;2021-2
Y;GAQ;BKO;40;2021-2
B;BKO;GAQ;1;2021-2
B;BKO;KYS;3;2021-2
B;KYS;BKO;6;2021-2
M;BKO;KYS;2;2021-2
M;KYS;BKO;4;2021-2
Y;BKO;KYS;41;2021-2
Y;KYS;BKO;17;2021-2
B;BKO;KYS;4;2021-3
B;BKO;TOM;6;2021-3
B;KYS;BKO;2;2021-3
B;TOM;BKO;4;2021-3
C;BKO;TOM;7;2021-3
C;TOM;BKO;8;2021-3
D;BKO;TOM;1;2021-3
M;BKO;KYS;4;2021-3
M;BKO;TOM;4;2021-3
M;KYS;BKO;4;2021-3
M;TOM;BKO;6;2021-3
N;TOM;BKO;0;2021-3
Y;BKO;KYS;32;2021-3
Y;BKO;TOM;24;2021-3
Y;KYS;BKO;24;2021-3
Y;TOM;BKO;17;2021-3
B;BKO;GAQ;4;2021-3
B;GAQ;BKO;5;2021-3
C;BKO;GAQ;6;2021-3
C;GAQ;BKO;6;2021-3
D;BKO;GAQ;2;2021-3
D;GAQ;BKO;2;2021-3
M;BKO;GAQ;2;2021-3
M;GAQ;BKO;3;2021-3
Y;BKO;GAQ;26;2021-3
Y;GAQ;BKO;33;2021-3
B;BKO;KYS;2;2021-3
B;KYS;BKO;2;2021-3
M;BKO;KYS;2;2021-3
M;KYS;BKO;3;2021-3
Y;BKO;KYS;13;2021-3
Y;KYS;BKO;38;2021-3
B;BKO;GAQ;23;2021-3
B;GAQ;BKO;19;2021-3
C;GAQ;BKO;2;2021-3
D;BKO;GAQ;1;2021-3
D;GAQ;BKO;4;2021-3
M;BKO;GAQ;6;2021-3
M;GAQ;BKO;10;2021-3
Y;BKO;GAQ;31;2021-3
Y;GAQ;BKO;43;2021-3
B;BKO;KYS;0;2021-3
B;BKO;TOM;16;2021-3
B;TOM;BKO;7;2021-3
C;BKO;TOM;7;2021-3
C;TOM;BKO;7;2021-3
D;BKO;TOM;1;2021-3
M;BKO;KYS;0;2021-3
M;BKO;TOM;8;2021-3
N;BKO;TOM;0;2021-3
N;TOM;BKO;6;2021-3
Y;BKO;GAQ;0;2021-3
Y;BKO;KYS;0;2021-3
Y;BKO;TOM;19;2021-3
Y;GAQ;BKO;0;2021-3
Y;KYS;BKO;0;2021-3
Y;TOM;BKO;20;2021-3
B;BKO;GAQ;23;2021-3
B;BKO;KYS;1;2021-3
B;GAQ;BKO;24;2021-3
B;KYS;BKO;2;2021-3
C;BKO;GAQ;5;2021-3
C;GAQ;BKO;2;2021-3
D;BKO;GAQ;0;2021-3
D;GAQ;BKO;2;2021-3
M;BKO;GAQ;3;2021-3
M;BKO;KYS;3;2021-3
M;GAQ;BKO;5;2021-3
M;KYS;BKO;3;2021-3
Y;BKO;GAQ;57;2021-3
Y;BKO;KYS;30;2021-3
Y;GAQ;BKO;31;2021-3
Y;KYS;BKO;37;2021-3
B;BKO;KYS;5;2021-3
B;KYS;BKO;6;2021-3
M;BKO;KYS;3;2021-3
M;KYS;BKO;2;2021-3
Y;BKO;KYS;26;2021-3
Y;KYS;BKO;18;2021-3
B;BKO;KYS;2;2021-3
B;BKO;TOM;1;2021-3
B;KYS;BKO;4;2021-3
B;TOM;BKO;1;2021-3
C;BKO;TOM;0;2021-3
C;TOM;BKO;0;2021-3
M;BKO;KYS;4;2021-3
M;BKO;TOM;2;2021-3
M;KYS;BKO;2;2021-3
M;TOM;BKO;2;2021-3
N;BKO;TOM;6;2021-3
Y;BKO;KYS;11;2021-3
Y;BKO;TOM;33;2021-3
Y;KYS;BKO;28;2021-3
Y;TOM;BKO;23;2021-3
B;BKO;GAQ;3;2021-3
B;BKO;KYS;1;2021-3
B;GAQ;BKO;5;2021-3
C;BKO;GAQ;8;2021-3
C;GAQ;BKO;5;2021-3
D;BKO;GAQ;0;2021-3
D;GAQ;BKO;2;2021-3
M;BKO;GAQ;0;2021-3
M;GAQ;BKO;1;2021-3
M;KYS;BKO;4;2021-3
Y;BKO;GAQ;27;2021-3
Y;BKO;KYS;4;2021-3
Y;GAQ;BKO;32;2021-3
Y;KYS;BKO;2;2021-3
B;BKO;KYS;2;2021-3
B;BKO;TOM;1;2021-3
B;KYS;BKO;2;2021-3
B;TOM;BKO;7;2021-3
D;TOM;BKO;1;2021-3
M;BKO;KYS;4;2021-3
M;BKO;TOM;3;2021-3
M;KYS;BKO;3;2021-3
M;TOM;BKO;8;2021-3
Y;BKO;KYS;38;2021-3
Y;BKO;TOM;3;2021-3
Y;KYS;BKO;41;2021-3
Y;TOM;BKO;9;2021-3
B;BKO;GAQ;23;2021-3
B;GAQ;BKO;18;2021-3
C;GAQ;BKO;1;2021-3
D;BKO;GAQ;4;2021-3
D;GAQ;BKO;0;2021-3
M;BKO;GAQ;3;2021-3
M;GAQ;BKO;8;2021-3
N;GAQ;BKO;1;2021-3
Y;BKO;GAQ;52;2021-3
Y;GAQ;BKO;35;2021-3
B;BKO;KYS;2;2021-3
B;BKO;TOM;2;2021-3
B;KYS;BKO;2;2021-3
B;TOM;BKO;2;2021-3
C;BKO;TOM;4;2021-3
C;TOM;BKO;7;2021-3
M;BKO;KYS;4;2021-3
M;KYS;BKO;3;2021-3
Y;BKO;KYS;38;2021-3
Y;BKO;TOM;36;2021-3
Y;KYS;BKO;41;2021-3
Y;TOM;BKO;22;2021-3
B;BKO;GAQ;9;2021-3
B;GAQ;BKO;15;2021-3
C;BKO;GAQ;0;2021-3
D;BKO;GAQ;1;2021-3
D;GAQ;BKO;0;2021-3
M;BKO;GAQ;1;2021-3
M;GAQ;BKO;1;2021-3
Y;BKO;GAQ;21;2021-3
Y;GAQ;BKO;26;2021-3
B;BKO;KYS;1;2021-3
B;KYS;BKO;4;2021-3
C;KYS;BKO;1;2021-3
M;BKO;KYS;3;2021-3
M;KYS;BKO;2;2021-3
N;BKO;KYS;1;2021-3
Y;BKO;KYS;40;2021-3
Y;KYS;BKO;30;2021-3
B;BKO;KYS;3;2021-3
B;BKO;TOM;3;2021-3
B;KYS;BKO;0;2021-3
B;TOM;BKO;1;2021-3
C;BKO;TOM;4;2021-3
C;KYS;BKO;1;2021-3
C;TOM;BKO;8;2021-3
D;BKO;KYS;2;2021-3
M;BKO;TOM;0;2021-3
M;GAQ;BKO;7;2021-3
M;KYS;BKO;3;2021-3
N;BKO;KYS;1;2021-3
N;TOM;BKO;1;2021-3
Y;BKO;KYS;33;2021-3
Y;BKO;TOM;30;2021-3
Y;GAQ;BKO;12;2021-3
Y;KYS;BKO;23;2021-3
Y;TOM;BKO;13;2021-3
B;BKO;GAQ;4;2021-3
B;GAQ;BKO;4;2021-3
C;BKO;GAQ;5;2021-3
C;GAQ;BKO;5;2021-3
D;BKO;GAQ;1;2021-3
D;GAQ;BKO;0;2021-3
M;BKO;GAQ;3;2021-3
M;GAQ;BKO;2;2021-3
Y;BKO;GAQ;25;2021-3
Y;GAQ;BKO;29;2021-3
B;BKO;KYS;3;2021-3
B;BKO;TOM;7;2021-3
B;KYS;BKO;2;2021-3
B;TOM;BKO;4;2021-3
C;BKO;KYS;1;2021-3
C;KYS;BKO;3;2021-3
C;TOM;BKO;2;2021-3
D;BKO;KYS;3;2021-3
D;KYS;BKO;3;2021-3
D;TOM;BKO;2;2021-3
M;BKO;KYS;3;2021-3
M;BKO;TOM;6;2021-3
M;KYS;BKO;4;2021-3
M;TOM;BKO;4;2021-3
N;BKO;TOM;1;2021-3
N;TOM;BKO;1;2021-3
Y;BKO;KYS;33;2021-3
Y;BKO;TOM;3;2021-3
Y;KYS;BKO;34;2021-3
Y;TOM;BKO;16;2021-3
B;BKO;GAQ;17;2021-3
B;GAQ;BKO;14;2021-3
C;BKO;GAQ;1;2021-3
C;GAQ;BKO;4;2021-3
D;BKO;GAQ;2;2021-3
D;GAQ;BKO;4;2021-3
M;BKO;GAQ;7;2021-3
M;GAQ;BKO;5;2021-3
Y;BKO;GAQ;41;2021-3
Y;GAQ;BKO;41;2021-3
B;BKO;KYS;8;2021-3
B;BKO;TOM;3;2021-3
B;KYS;BKO;7;2021-3
B;TOM;BKO;9;2021-3
C;BKO;KYS;4;2021-3
C;BKO;TOM;5;2021-3
C;KYS;BKO;3;2021-3
C;TOM;BKO;5;2021-3
D;BKO;KYS;2;2021-3
D;BKO;TOM;1;2021-3
D;KYS;BKO;3;2021-3
M;BKO;KYS;3;2021-3
M;KYS;BKO;5;2021-3
M;TOM;BKO;0;2021-3
Y;BKO;KYS;28;2021-3
Y;BKO;TOM;36;2021-3
Y;KYS;BKO;26;2021-3
Y;TOM;BKO;13;2021-3
B;BKO;GAQ;18;2021-3
B;GAQ;BKO;15;2021-3
C;GAQ;BKO;4;2021-3
D;BKO;GAQ;0;2021-3
D;GAQ;BKO;1;2021-3
M;BKO;GAQ;8;2021-3
M;GAQ;BKO;6;2021-3
N;BKO;GAQ;1;2021-3
N;GAQ;BKO;1;2021-3
Y;BKO;GAQ;61;2021-3
Y;GAQ;BKO;45;2021-3
B;BKO;KYS;9;2021-3
B;KYS;BKO;7;2021-3
C;BKO;KYS;3;2021-3
C;KYS;BKO;1;2021-3
D;BKO;KYS;1;2021-3
D;KYS;BKO;3;2021-3
M;BKO;KYS;6;2021-3
M;KYS;BKO;4;2021-3
Y;BKO;KYS;17;2021-3
Y;KYS;BKO;26;2021-3
B;BKO;KYS;5;2021-3
B;BKO;TOM;7;2021-3
B;KYS;BKO;3;2021-3
B;TOM;BKO;5;2021-3
C;BKO;KYS;0;2021-3
C;TOM;BKO;6;2021-3
D;BKO;KYS;3;2021-3
D;BKO;TOM;0;2021-3
M;BKO;KYS;4;2021-3
M;KYS;BKO;7;2021-3
N;TOM;BKO;1;2021-3
Y;BKO;KYS;26;2021-3
Y;BKO;TOM;30;2021-3
Y;KYS;BKO;18;2021-3
Y;TOM;BKO;21;2021-3
B;BKO;GAQ;2;2021-3
B;GAQ;BKO;8;2021-3
C;BKO;GAQ;2;2021-3
C;GAQ;BKO;2;2021-3
D;BKO;GAQ;3;2021-3
D;GAQ;BKO;2;2021-3
M;BKO;GAQ;2;2021-3
M;GAQ;BKO;7;2021-3
N;BKO;GAQ;1;2021-3
Y;BKO;GAQ;29;2021-3
Y;GAQ;BKO;18;2021-3
B;BKO;KYS;5;2021-3
B;BKO;TOM;3;2021-3
B;KYS;BKO;7;2021-3
B;TOM;BKO;6;2021-3
C;BKO;KYS;2;2021-3
C;BKO;TOM;0;2021-3
C;KYS;BKO;2;2021-3
D;BKO;KYS;1;2021-3
M;BKO;KYS;5;2021-3
M;BKO;TOM;8;2021-3
M;KYS;BKO;7;2021-3
M;TOM;BKO;7;2021-3
N;BKO;TOM;1;2021-3
N;KYS;BKO;1;2021-3
Y;BKO;KYS;29;2021-3
Y;BKO;TOM;13;2021-3
Y;KYS;BKO;19;2021-3
Y;TOM;BKO;8;2021-3
B;BKO;GAQ;23;2021-3
B;GAQ;BKO;24;2021-3
C;BKO;GAQ;3;2021-3
C;GAQ;BKO;3;2021-3
D;BKO;GAQ;2;2021-3
D;GAQ;BKO;3;2021-3
M;BKO;GAQ;7;2021-3
M;GAQ;BKO;2;2021-3
Y;BKO;GAQ;56;2021-3
Y;GAQ;BKO;71;2021-3
B;BKO;KYS;7;2021-3
B;BKO;TOM;0;2021-3
B;KYS;BKO;8;2021-3
B;TOM;BKO;0;2021-3
C;BKO;KYS;6;2021-3
C;BKO;TOM;0;2021-3
C;KYS;BKO;3;2021-3
C;TOM;BKO;0;2021-3
D;BKO;TOM;0;2021-3
D;KYS;BKO;3;2021-3
M;BKO;KYS;5;2021-3
M;KYS;BKO;6;2021-3
Y;BKO;KYS;25;2021-3
Y;BKO;TOM;0;2021-3
Y;KYS;BKO;23;2021-3
Y;TOM;BKO;0;2021-3
B;BKO;GAQ;6;2021-3
B;GAQ;BKO;11;2021-3
C;BKO;GAQ;5;2021-3
C;GAQ;BKO;9;2021-3
D;BKO;GAQ;0;2021-3
D;GAQ;BKO;3;2021-3
M;BKO;GAQ;5;2021-3
M;GAQ;BKO;3;2021-3
Y;BKO;GAQ;57;2021-3
Y;GAQ;BKO;80;2021-3
B;BKO;KYS;9;2021-3
B;KYS;BKO;5;2021-3
C;BKO;KYS;3;2021-3
D;BKO;KYS;2;2021-3
M;KYS;BKO;7;2021-3
Y;BKO;KYS;18;2021-3
Y;KYS;BKO;15;2021-3
B;BKO;KYS;9;2021-3
B;BKO;TOM;0;2021-3
B;KYS;BKO;3;2021-3
B;TOM;BKO;0;2021-3
C;BKO;TOM;0;2021-3
C;KYS;BKO;1;2021-3
D;BKO;TOM;0;2021-3
D;KYS;BKO;2;2021-3
M;BKO;KYS;7;2021-3
M;KYS;BKO;3;2021-3
M;TOM;BKO;0;2021-3
N;KYS;BKO;4;2021-3
Y;BKO;KYS;15;2021-3
Y;BKO;TOM;0;2021-3
Y;KYS;BKO;24;2021-3
Y;TOM;BKO;0;2021-3
B;BKO;GAQ;6;2021-3
B;BKO;TOM;0;2021-3
B;GAQ;BKO;8;2021-3
B;TOM;BKO;0;2021-3
C;BKO;GAQ;5;2021-3
C;BKO;TOM;0;2021-3
C;GAQ;BKO;6;2021-3
D;BKO;GAQ;3;2021-3
D;GAQ;BKO;0;2021-3
M;BKO;GAQ;5;2021-3
M;BKO;TOM;0;2021-3
M;GAQ;BKO;7;2021-3
M;TOM;BKO;0;2021-3
Y;BKO;GAQ;23;2021-3
Y;BKO;TOM;0;2021-3
Y;GAQ;BKO;16;2021-3
Y;TOM;BKO;4;2021-3
B;BKO;KYS;6;2021-3
B;KYS;BKO;6;2021-3
C;BKO;KYS;4;2021-3
C;KYS;BKO;3;2021-3
D;BKO;KYS;2;2021-3
D;KYS;BKO;1;2021-3
D;TOM;BKO;0;2021-3
M;BKO;KYS;6;2021-3
M;BKO;TOM;0;2021-3
M;KYS;BKO;6;2021-3
N;BKO;KYS;5;2021-3
N;KYS;BKO;1;2021-3
Y;BKO;KYS;22;2021-3
Y;KYS;BKO;20;2021-3
B;BKO;GAQ;27;2021-4
B;BKO;TOM;21;2021-4
B;GAQ;BKO;30;2021-4
B;TOM;BKO;18;2021-4
C;BKO;TOM;1;2021-4
C;GAQ;BKO;1;2021-4
C;TOM;BKO;6;2021-4
D;BKO;GAQ;3;2021-4
D;BKO;TOM;1;2021-4
D;GAQ;BKO;2;2021-4
D;TOM;BKO;1;2021-4
M;BKO;GAQ;38;2021-4
M;BKO;TOM;15;2021-4
M;GAQ;BKO;41;2021-4
M;TOM;BKO;22;2021-4
N;BKO;TOM;1;2021-4
N;GAQ;BKO;1;2021-4
Y;BKO;GAQ;10;2021-4
Y;BKO;TOM;15;2021-4
Y;GAQ;BKO;26;2021-4
Y;TOM;BKO;12;2021-4
B;BKO;KYS;6;2021-4
B;BKO;TOM;7;2021-4
B;KYS;BKO;4;2021-4
B;TOM;BKO;7;2021-4
C;BKO;KYS;6;2021-4
C;BKO;TOM;1;2021-4
C;KYS;BKO;4;2021-4
C;TOM;BKO;1;2021-4
D;KYS;BKO;1;2021-4
D;TOM;BKO;2;2021-4
M;BKO;KYS;6;2021-4
M;BKO;TOM;4;2021-4
M;KYS;BKO;3;2021-4
M;TOM;BKO;6;2021-4
Y;BKO;KYS;23;2021-4
Y;BKO;TOM;11;2021-4
Y;KYS;BKO;14;2021-4
Y;TOM;BKO;11;2021-4
B;BKO;GAQ;23;2021-4
B;GAQ;BKO;28;2021-4
C;BKO;GAQ;4;2021-4
C;GAQ;BKO;0;2021-4
D;BKO;GAQ;2;2021-4
D;GAQ;BKO;2;2021-4
M;BKO;GAQ;46;2021-4
M;GAQ;BKO;40;2021-4
N;BKO;GAQ;1;2021-4
N;GAQ;BKO;1;2021-4
Y;BKO;GAQ;8;2021-4
Y;GAQ;BKO;15;2021-4
B;BKO;KYS;5;2021-4
B;KYS;BKO;4;2021-4
C;BKO;KYS;2;2021-4
M;BKO;KYS;5;2021-4
M;KYS;BKO;6;2021-4
Y;BKO;KYS;25;2021-4
Y;KYS;BKO;19;2021-4
B;BKO;KYS;2;2021-4
B;BKO;TOM;0;2021-4
B;KYS;BKO;2;2021-4
B;TOM;BKO;0;2021-4
C;BKO;KYS;0;2021-4
C;BKO;TOM;0;2021-4
D;BKO;KYS;0;2021-4
D;BKO;TOM;0;2021-4
D;KYS;BKO;0;2021-4
M;BKO;KYS;7;2021-4
M;BKO;TOM;0;2021-4
M;KYS;BKO;6;2021-4
M;TOM;BKO;0;2021-4
N;BKO;KYS;1;2021-4
O;KYS;BKO;1;2021-4
Y;BKO;KYS;23;2021-4
Y;BKO;TOM;0;2021-4
Y;KYS;BKO;12;2021-4
B;BKO;GAQ;6;2021-4
B;GAQ;BKO;11;2021-4
C;BKO;GAQ;5;2021-4
C;GAQ;BKO;6;2021-4
D;GAQ;BKO;2;2021-4
M;BKO;GAQ;7;2021-4
M;GAQ;BKO;4;2021-4
Y;BKO;GAQ;24;2021-4
Y;GAQ;BKO;22;2021-4
B;BKO;KYS;4;2021-4
B;BKO;TOM;9;2021-4
B;KYS;BKO;7;2021-4
B;TOM;BKO;8;2021-4
C;BKO;TOM;4;2021-4
C;KYS;BKO;2;2021-4
C;TOM;BKO;4;2021-4
D;BKO;KYS;2;2021-4
D;BKO;TOM;2;2021-4
D;KYS;BKO;2;2021-4
D;TOM;BKO;2;2021-4
M;BKO;KYS;7;2021-4
M;BKO;TOM;13;2021-4
M;KYS;BKO;7;2021-4
M;TOM;BKO;11;2021-4
O;BKO;KYS;1;2021-4
Y;BKO;KYS;26;2021-4
Y;BKO;TOM;18;2021-4
Y;KYS;BKO;10;2021-4
Y;TOM;BKO;5;2021-4
B;BKO;GAQ;29;2021-4
B;GAQ;BKO;25;2021-4
C;GAQ;BKO;2;2021-4
D;BKO;GAQ;1;2021-4
D;GAQ;BKO;4;2021-4
M;BKO;GAQ;41;2021-4
M;GAQ;BKO;34;2021-4
N;BKO;GAQ;1;2021-4
N;GAQ;BKO;1;2021-4
Y;BKO;GAQ;15;2021-4
Y;GAQ;BKO;27;2021-4
B;BKO;KYS;6;2021-4
B;BKO;TOM;7;2021-4
B;KYS;BKO;6;2021-4
B;TOM;BKO;7;2021-4
C;BKO;KYS;3;2021-4
C;BKO;TOM;3;2021-4
C;KYS;BKO;6;2021-4
C;TOM;BKO;2;2021-4
D;BKO;KYS;3;2021-4
D;BKO;TOM;1;2021-4
D;TOM;BKO;2;2021-4
M;BKO;KYS;9;2021-4
M;BKO;TOM;7;2021-4
M;KYS;BKO;4;2021-4
M;TOM;BKO;7;2021-4
Y;BKO;KYS;24;2021-4
Y;BKO;TOM;21;2021-4
Y;KYS;BKO;28;2021-4
Y;TOM;BKO;10;2021-4
B;BKO;GAQ;3;2021-4
B;GAQ;BKO;3;2021-4
C;BKO;GAQ;8;2021-4
D;BKO;GAQ;3;2021-4
D;GAQ;BKO;2;2021-4
M;BKO;GAQ;45;2021-4
M;GAQ;BKO;36;2021-4
Y;BKO;GAQ;50;2021-4
Y;GAQ;BKO;40;2021-4
B;BKO;KYS;4;2021-4
B;KYS;BKO;3;2021-4
C;BKO;KYS;4;2021-4
C;KYS;BKO;3;2021-4
D;KYS;BKO;2;2021-4
M;BKO;KYS;9;2021-4
M;KYS;BKO;5;2021-4
Y;BKO;KYS;26;2021-4
Y;KYS;BKO;28;2021-4
B;BKO;KYS;6;2021-4
B;BKO;TOM;0;2021-4
B;KYS;BKO;2;2021-4
B;TOM;BKO;7;2021-4
C;BKO;KYS;4;2021-4
C;TOM;BKO;7;2021-4
D;BKO;KYS;1;2021-4
D;KYS;BKO;0;2021-4
M;BKO;KYS;5;2021-4
M;BKO;TOM;8;2021-4
M;KYS;BKO;5;2021-4
M;TOM;BKO;5;2021-4
Y;BKO;KYS;27;2021-4
Y;BKO;TOM;14;2021-4
Y;KYS;BKO;19;2021-4
Y;TOM;BKO;15;2021-4
B;BKO;GAQ;8;2021-4
B;GAQ;BKO;5;2021-4
C;BKO;GAQ;5;2021-4
C;GAQ;BKO;3;2021-4
D;BKO;GAQ;1;2021-4
D;GAQ;BKO;1;2021-4
M;BKO;GAQ;8;2021-4
M;GAQ;BKO;5;2021-4
Y;BKO;GAQ;21;2021-4
Y;GAQ;BKO;23;2021-4
B;BKO;KYS;0;2021-4
B;BKO;TOM;1;2021-4
B;TOM;BKO;5;2021-4
C;BKO;KYS;0;2021-4
C;KYS;BKO;3;2021-4
C;TOM;BKO;2;2021-4
D;BKO;KYS;1;2021-4
D;KYS;BKO;3;2021-4
M;BKO;KYS;8;2021-4
M;BKO;TOM;6;2021-4
M;KYS;BKO;8;2021-4
M;TOM;BKO;1;2021-4
Y;BKO;KYS;31;2021-4
Y;BKO;TOM;20;2021-4
Y;KYS;BKO;28;2021-4
Y;TOM;BKO;22;2021-4
B;BKO;GAQ;1;2021-4
B;GAQ;BKO;19;2021-4
C;GAQ;BKO;4;2021-4
D;BKO;GAQ;1;2021-4
D;GAQ;BKO;4;2021-4
M;BKO;GAQ;13;2021-4
M;GAQ;BKO;8;2021-4
Y;BKO;GAQ;69;2021-4
Y;GAQ;BKO;30;2021-4
B;BKO;KYS;5;2021-4
B;BKO;TOM;2;2021-4
B;KYS;BKO;3;2021-4
B;TOM;BKO;4;2021-4
C;BKO;KYS;3;2021-4
C;BKO;TOM;1;2021-4
C;KYS;BKO;4;2021-4
C;TOM;BKO;4;2021-4
D;KYS;BKO;2;2021-4
M;BKO;KYS;1;2021-4
M;BKO;TOM;4;2021-4
M;KYS;BKO;4;2021-4
M;TOM;BKO;1;2021-4
Y;BKO;KYS;19;2021-4
Y;BKO;TOM;27;2021-4
Y;KYS;BKO;36;2021-4
Y;TOM;BKO;19;2021-4
B;BKO;GAQ;11;2021-4
B;GAQ;BKO;16;2021-4
C;BKO;GAQ;2;2021-4
C;GAQ;BKO;2;2021-4
D;BKO;GAQ;2;2021-4
M;BKO;GAQ;12;2021-4
M;GAQ;BKO;15;2021-4
Y;BKO;GAQ;45;2021-4
Y;GAQ;BKO;11;2021-4
B;BKO;KYS;2;2021-4
B;KYS;BKO;5;2021-4
C;BKO;KYS;4;2021-4
C;KYS;BKO;3;2021-4
D;BKO;KYS;0;2021-4
M;BKO;KYS;3;2021-4
M;KYS;BKO;2;2021-4
Y;BKO;KYS;30;2021-4
Y;KYS;BKO;13;2021-4
B;BKO;KYS;5;2021-4
B;BKO;TOM;5;2021-4
B;KYS;BKO;4;2021-4
B;TOM;BKO;3;2021-4
C;BKO;KYS;3;2021-4
C;BKO;TOM;2;2021-4
C;KYS;BKO;1;2021-4
C;TOM;BKO;2;2021-4
D;BKO;KYS;2;2021-4
D;KYS;BKO;3;2021-4
M;BKO;KYS;2;2021-4
M;BKO;TOM;3;2021-4
M;KYS;BKO;3;2021-4
M;TOM;BKO;1;2021-4
Y;BKO;KYS;27;2021-4
Y;BKO;TOM;21;2021-4
Y;KYS;BKO;18;2021-4
Y;TOM;BKO;20;2021-4
B;BKO;GAQ;1;2021-4
B;GAQ;BKO;23;2021-4
C;BKO;GAQ;2;2021-4
C;GAQ;BKO;4;2021-4
D;BKO;GAQ;2;2021-4
D;GAQ;BKO;2;2021-4
M;BKO;GAQ;3;2021-4
M;GAQ;BKO;9;2021-4
Y;BKO;GAQ;33;2021-4
Y;GAQ;BKO;5;2021-4
B;BKO;KYS;4;2021-4
B;BKO;TOM;7;2021-4
B;KYS;BKO;4;2021-4
B;TOM;BKO;1;2021-4
C;BKO;KYS;2;2021-4
C;BKO;TOM;0;2021-4
C;KYS;BKO;1;2021-4
C;TOM;BKO;7;2021-4
D;BKO;KYS;3;2021-4
D;BKO;TOM;0;2021-4
D;KYS;BKO;3;2021-4
M;BKO;KYS;2;2021-4
M;KYS;BKO;2;2021-4
M;TOM;BKO;4;2021-4
Y;BKO;KYS;31;2021-4
Y;BKO;TOM;12;2021-4
Y;KYS;BKO;29;2021-4
Y;TOM;BKO;20;2021-4
B;BKO;GAQ;22;2021-4
B;GAQ;BKO;9;2021-4
C;GAQ;BKO;1;2021-4
D;GAQ;BKO;1;2021-4
M;BKO;GAQ;5;2021-4
M;GAQ;BKO;4;2021-4
Y;BKO;GAQ;21;2021-4
Y;GAQ;BKO;26;2021-4
B;BKO;KYS;4;2021-4
B;BKO;TOM;3;2021-4
B;KYS;BKO;3;2021-4
B;TOM;BKO;2;2021-4
C;BKO;KYS;0;2021-4
C;BKO;TOM;4;2021-4
C;KYS;BKO;1;2021-4
C;TOM;BKO;2;2021-4
D;BKO;KYS;2;2021-4
D;KYS;BKO;1;2021-4
M;BKO;KYS;2;2021-4
M;BKO;TOM;3;2021-4
M;KYS;BKO;4;2021-4
M;TOM;BKO;1;2021-4
Y;BKO;KYS;29;2021-4
Y;BKO;TOM;14;2021-4
Y;KYS;BKO;12;2021-4
Y;TOM;BKO;22;2021-4
B;BKO;GAQ;11;2021-4
B;GAQ;BKO;9;2021-4
C;BKO;GAQ;3;2021-4
C;GAQ;BKO;1;2021-4
D;BKO;GAQ;3;2021-4
D;GAQ;BKO;3;2021-4
M;BKO;GAQ;8;2021-4
M;GAQ;BKO;3;2021-4
Y;BKO;GAQ;13;2021-4
Y;GAQ;BKO;21;2021-4
B;BKO;KYS;2;2021-4
B;KYS;BKO;3;2021-4
D;BKO;KYS;2;2021-4
M;BKO;KYS;1;2021-4
M;KYS;BKO;2;2021-4
Y;BKO;KYS;29;2021-4
Y;KYS;BKO;5;2021-4
B;BKO;KYS;2;2021-4
B;BKO;TOM;0;2021-4
B;KYS;BKO;2;2021-4
B;TOM;BKO;4;2021-4
C;BKO;KYS;1;2021-4
C;KYS;BKO;1;2021-4
C;TOM;BKO;1;2021-4
D;BKO;KYS;1;2021-4
M;BKO;KYS;3;2021-4
M;BKO;TOM;0;2021-4
M;KYS;BKO;2;2021-4
M;TOM;BKO;3;2021-4
N;BKO;KYS;1;2021-4
N;KYS;BKO;1;2021-4
Y;BKO;KYS;11;2021-4
Y;BKO;TOM;11;2021-4
Y;KYS;BKO;11;2021-4
Y;TOM;BKO;14;2021-4
B;BKO;GAQ;0;2021-4
B;GAQ;BKO;11;2021-4
C;BKO;GAQ;4;2021-4
C;GAQ;BKO;4;2021-4
D;BKO;GAQ;4;2021-4
D;GAQ;BKO;3;2021-4
M;BKO;GAQ;9;2021-4
M;GAQ;BKO;13;2021-4
Y;BKO;GAQ;54;2021-4
Y;GAQ;BKO;24;2021-4
B;BKO;KYS;4;2021-4
B;BKO;TOM;6;2021-4
B;KYS;BKO;3;2021-4
B;TOM;BKO;4;2021-4
C;BKO;KYS;1;2021-4
C;BKO;TOM;2;2021-4
C;KYS;BKO;3;2021-4
C;TOM;BKO;0;2021-4
D;KYS;BKO;2;2021-4
M;BKO;KYS;1;2021-4
M;KYS;BKO;1;2021-4
Y;BKO;KYS;32;2021-4
Y;BKO;TOM;18;2021-4
Y;KYS;BKO;29;2021-4
Y;TOM;BKO;10;2021-4
B;BKO;GAQ;10;2021-4
